Semana;Tienda;Tipo mat;Grupo articulos;Sexo;Age Group;Entradas Tienda;Venta U;Venta Bruta $;Costo Neto $;Stock
W12;54-Iquique;ZFOO;PM;Female;Pre School;4267;3;104130;49187;13
W12;54-Iquique;ZFOO;PM;Female;Toddler;4267;2;59980;27326;38
W12;54-Iquique;ZFOO;PM;Male;Adult;4267;11;537670;258347;232
W12;54-Iquique;ZFOO;PM;Male;Grade School;4267;6;312940;142563;47
W12;54-Iquique;ZFOO;PM;Male;Pre School;4267;4;134960;59206;64
W12;54-Iquique;ZFOO;PM;Male;Toddler;4267;2;64980;29471;64
W12;54-Iquique;ZFOO;PM;Unisex;Grade School;4267;2;109980;50102;19
W12;54-Iquique;ZFOO;PM;Unisex;Pre School;4267;3;98970;45087;30
W12;54-Iquique;ZFOO;QS;Male;Adult;4267;1;39990;15883;89
W12;54-Iquique;ZFOO;RB;Female;Adult;4267;6;289940;131070;26
W12;54-Iquique;ZFOO;RB;Male;Adult;4267;5;237460;120016;219
W12;54-Iquique;ZFOO;SC;Female;Adult;4267;1;52250;20515;49
W12;54-Iquique;ZFOO;SC;Male;Adult;4267;1;52250;18970;123
W12;54-Iquique;ZFOO;SK;Female;Adult;4267;20;830440;393501;265
W12;54-Iquique;ZFOO;SK;Male;Adult;4267;7;319190;146356;188
W12;54-Iquique;ZFOO;SK;Male;Grade School;4267;1;34990;15231;23
W12;54-Iquique;ZFOO;SK;Male;Pre School + Grade School;4267;1;32990;12906;41
W12;54-Iquique;ZFOO;SPA;Female;Adult;4267;1;39990;17330;82
W12;54-Iquique;ZFOO;UA;Female;Adult;4267;1;42990;20540;13
W12;54-Iquique;ZFOO;UA;Male;Adult;4267;3;134130;67831;33
W12;54-Iquique;ZFOO;UA;Male;Grade School;4267;1;59990;27996;27
W12;54-Iquique;ZFOO;UM;Male;Adult;4267;8;282930;114907;74
W12;54-Iquique;ZFOO;UM;Male;Grade School;4267;2;65980;27146;29
W12;54-Iquique;ZFOO;UM;Male;Pre School;4267;1;36990;12852;19
W12;54-Iquique;ZFOO;VN;Female;Adult;4267;4;255070;108874;25
W12;54-Iquique;ZFOO;VN;Female;Grade School;4267;0;0;0;4
W12;54-Iquique;ZFOO;VN;Male;Adult;4267;7;440190;187872;129
W12;54-Iquique;ZFOO;VN;Male;Pre School + Grade School;4267;2;99980;42420;2
W12;54-Iquique;ZFOO;VN;Male;Toddler;4267;2;87980;36506;29
W12;55-Quilicura;ZEQU;AD;Male;Adult;2358;10;199900;100828;324
W12;55-Quilicura;ZEQU;AD;Male;Pre School;2358;1;17990;9078;13
W12;55-Quilicura;ZEQU;AD;Unisex;Adult;2358;11;120890;64450;394
W12;55-Quilicura;ZEQU;MN;Male;Adult;2358;2;59980;21660;73
W12;55-Quilicura;ZEQU;NBA;Male;Adult;2358;1;15990;7537;1
W12;55-Quilicura;ZEQU;NI;Male;Adult;2358;27;467730;221902;847
W12;55-Quilicura;ZEQU;NI;Male;Grade School;2358;3;37730;18838;73
W12;55-Quilicura;ZEQU;NI;Unisex;Adult;2358;13;310870;144204;161
W12;55-Quilicura;ZEQU;NP;Male;Pre School;2358;7;55930;23857;9
W12;55-Quilicura;ZEQU;PM;;;2358;2;33980;15480;
W12;55-Quilicura;ZEQU;PM;Male;Adult;2358;33;462670;203333;176
W12;55-Quilicura;ZEQU;PM;Male;Pre School;2358;2;11980;5458;6
W12;55-Quilicura;ZEQU;PM;Unisex;;2358;1;14990;6829;
W12;55-Quilicura;ZEQU;PM;Unisex;Adult;2358;2;15980;6369;55
W12;55-Quilicura;ZEQU;SK;Female;Adult;2358;1;9990;3606;199
W12;55-Quilicura;ZEQU;UA;Male;Adult;2358;3;58970;27275;24
W12;55-Quilicura;ZEQU;UA;Unisex;Adult;2358;2;29980;13875;40
W12;55-Quilicura;ZEQU;UM;Male;Adult;2358;3;53970;19273;18
W12;55-Quilicura;ZFOO;AD;;;2358;1;49990;25214;
W12;55-Quilicura;ZFOO;AD;Female;Adult;2358;3;208160;89743;366
W12;55-Quilicura;ZFOO;AD;Female;Pre School;2358;1;44990;22695;36
W12;55-Quilicura;ZFOO;AD;Female;Pre School + Grade School;2358;2;99980;50427;36
W12;55-Quilicura;ZFOO;AD;Female;Toddler;2358;1;38990;19661;58
W12;55-Quilicura;ZFOO;AD;Male;Adult;2358;23;1308800;669068;757
W12;55-Quilicura;ZFOO;AD;Male;Grade School;2358;4;184960;85717;50
W12;55-Quilicura;ZFOO;AD;Male;Pre School;2358;9;363910;189014;43
W12;55-Quilicura;ZFOO;AD;Male;Pre School + Grade School;2358;8;366920;180167;163
W12;55-Quilicura;ZFOO;AD;Male;Toddler;2358;7;238930;120524;93
W12;55-Quilicura;ZFOO;AD;(en blanco);(en blanco);2358;2;89980;45390;
W12;55-Quilicura;ZFOO;CV;Female;Grade School;2358;5;297950;132632;32
W12;55-Quilicura;ZFOO;CV;Male;Adult;2358;5;240190;113969;87
W12;55-Quilicura;ZFOO;CV;Male;Pre School;2358;1;46990;20944;2
W12;55-Quilicura;ZFOO;CV;Male;Toddler;2358;2;73980;32974;8
W12;55-Quilicura;ZFOO;LT;Female;Pre School;2358;1;27990;11836;20
W12;55-Quilicura;ZFOO;LT;Male;Adult;2358;6;231940;98074;34
W12;55-Quilicura;ZFOO;LT;Male;Grade School;2358;13;464870;196572;11
W12;55-Quilicura;ZFOO;LT;Male;Pre School;2358;5;175950;74402;24
W12;55-Quilicura;ZFOO;NI;Female;Adult;2358;4;379960;173941;395
W12;55-Quilicura;ZFOO;NI;Female;Pre School;2358;1;32990;12056;63
W12;55-Quilicura;ZFOO;NI;Female;Toddler;2358;0;0;0;115
W12;55-Quilicura;ZFOO;NI;Male;Adult;2358;18;1448180;674783;672
W12;55-Quilicura;ZFOO;NI;Male;Grade School;2358;16;901840;420673;236
W12;55-Quilicura;ZFOO;NI;Male;Pre School;2358;9;415910;190614;120
W12;55-Quilicura;ZFOO;NI;Male;Pre School + Grade School;2358;1;49990;23189;
W12;55-Quilicura;ZFOO;NI;Male;Toddler;2358;4;169960;76061;75
W12;55-Quilicura;ZFOO;PM;Female;Adult;2358;5;240960;117513;109
W12;55-Quilicura;ZFOO;PM;Female;Grade School;2358;1;42990;16851;4
W12;55-Quilicura;ZFOO;PM;Female;Pre School;2358;2;65980;27326;7
W12;55-Quilicura;ZFOO;PM;Female;Toddler;2358;4;122960;55562;28
W12;55-Quilicura;ZFOO;PM;Male;Adult;2358;16;834230;418132;354
W12;55-Quilicura;ZFOO;PM;Male;Grade School;2358;7;346930;158047;49
W12;55-Quilicura;ZFOO;PM;Male;Pre School;2358;5;188950;85789;71
W12;55-Quilicura;ZFOO;PM;Male;Toddler;2358;2;71590;41442;36
W12;55-Quilicura;ZFOO;PM;Unisex;Pre School;2358;3;110970;47517;19
W12;55-Quilicura;ZFOO;QS;Male;Adult;2358;2;79980;32085;96
W12;55-Quilicura;ZFOO;QS;Male;Grade School;2358;1;39990;15062;54
W12;55-Quilicura;ZFOO;RB;Female;Adult;2358;2;97980;46132;43
W12;55-Quilicura;ZFOO;RB;Male;Adult;2358;3;149970;70542;180
W12;55-Quilicura;ZFOO;SC;Male;Adult;2358;1;54990;18971;46
W12;55-Quilicura;ZFOO;SK;Female;Adult;2358;8;354920;161317;276
W12;55-Quilicura;ZFOO;SK;Female;Pre School;2358;1;39990;17513;2
W12;55-Quilicura;ZFOO;SK;Male;Adult;2358;11;494890;226349;119
W12;55-Quilicura;ZFOO;SK;Male;Grade School;2358;1;34990;15231;22
W12;55-Quilicura;ZFOO;SK;Male;Pre School + Grade School;2358;2;67980;27805;59
W12;55-Quilicura;ZFOO;UA;Male;Adult;2358;3;126970;60069;44
W12;55-Quilicura;ZFOO;UM;Male;Adult;2358;7;249930;100513;42
W12;55-Quilicura;ZFOO;UM;Male;Grade School;2358;0;0;0;12
W12;55-Quilicura;ZFOO;UM;Male;Pre School;2358;2;73980;25704;9
W12;55-Quilicura;ZFOO;VN;Female;Adult;2358;8;610920;261072;29
W12;55-Quilicura;ZFOO;VN;Female;Grade School;2358;2;109980;47134;17
W12;55-Quilicura;ZFOO;VN;Male;Adult;2358;4;244960;104982;111
W12;55-Quilicura;ZFOO;VN;Male;Pre School + Grade School;2358;1;49990;21210;4
W12;56-Plaza Egana;ZAPP;AD;Male;Adult;3981;2;45980;23193;
W12;56-Plaza Egana;ZAPP;MN;Female;Adult;3981;1;19990;7219;
W12;56-Plaza Egana;ZAPP;MN;Male;Adult;3981;2;79980;28882;
W12;56-Plaza Egana;ZAPP;NI;Male;Adult;3981;2;59980;27824;
W12;56-Plaza Egana;ZAPP;NI;Male;Grade School;3981;0;0;0;
W12;56-Plaza Egana;ZAPP;NI;Male;Pre School + Grade School;3981;1;19990;9274;
W12;56-Plaza Egana;ZAPP;PM;Male;Adult;3981;3;53970;24588;
W12;56-Plaza Egana;ZEQU;AD;Male;Adult;3981;17;372830;183283;
W12;56-Plaza Egana;ZEQU;AD;Male;Pre School;3981;1;26990;13617;
W12;56-Plaza Egana;ZEQU;AD;Unisex;Adult;3981;8;101670;57464;
W12;56-Plaza Egana;ZEQU;KE;Male;Adult;3981;5;99950;42350;
W12;56-Plaza Egana;ZEQU;KE;Unisex;Adult;3981;2;39980;16940;
W12;56-Plaza Egana;ZEQU;MN;Male;Adult;3981;3;89970;32490;
W12;56-Plaza Egana;ZEQU;MO;Male;Adult;3981;1;26990;11138;
W12;56-Plaza Egana;ZEQU;NI;Male;Adult;3981;64;1050320;508283;
W12;56-Plaza Egana;ZEQU;NI;Male;Grade School;3981;4;55960;25957;
W12;56-Plaza Egana;ZEQU;NI;Unisex;Adult;3981;5;128950;57962;
W12;56-Plaza Egana;ZEQU;PM;;;3981;4;67960;30960;
W12;56-Plaza Egana;ZEQU;PM;Female;Adult;3981;1;12990;6829;
W12;56-Plaza Egana;ZEQU;PM;Male;Adult;3981;16;224240;94690;
W12;56-Plaza Egana;ZEQU;PM;Male;Pre School;3981;7;41930;19103;
W12;56-Plaza Egana;ZEQU;PM;Unisex;Adult;3981;10;97900;40960;
W12;56-Plaza Egana;ZEQU;PSG;Male;Adult;3981;3;59970;22260;
W12;56-Plaza Egana;ZEQU;SK;Female;Adult;3981;12;152380;52528;
W12;56-Plaza Egana;ZEQU;UA;Unisex;Adult;3981;1;14990;7721;
W12;56-Plaza Egana;ZEQU;UM;Male;Adult;3981;2;35980;12849;
W12;56-Plaza Egana;ZFOO;AD;;;3981;2;99980;50426;
W12;56-Plaza Egana;ZFOO;AD;Female;Adult;3981;5;305760;162017;
W12;56-Plaza Egana;ZFOO;AD;Female;Pre School;3981;-1;-39990;-20167;
W12;56-Plaza Egana;ZFOO;AD;Female;Pre School + Grade School;3981;2;99980;50427;
W12;56-Plaza Egana;ZFOO;AD;Female;Toddler;3981;1;34990;17649;
W12;56-Plaza Egana;ZFOO;AD;Male;Adult;3981;39;2365170;1191723;
W12;56-Plaza Egana;ZFOO;AD;Male;Grade School;3981;8;397420;201709;
W12;56-Plaza Egana;ZFOO;AD;Male;Pre School;3981;1;46990;23701;
W12;56-Plaza Egana;ZFOO;AD;Male;Pre School + Grade School;3981;15;654860;328829;
W12;56-Plaza Egana;ZFOO;AD;Male;Toddler;3981;5;164950;81847;
W12;56-Plaza Egana;ZFOO;AD;(en blanco);(en blanco);3981;7;314930;158865;
W12;56-Plaza Egana;ZFOO;CR;Female;Adult;3981;0;0;1;
W12;56-Plaza Egana;ZFOO;CR;Male;Adult;3981;1;49990;23945;
W12;56-Plaza Egana;ZFOO;CV;Male;Adult;3981;2;119980;53477;
W12;56-Plaza Egana;ZFOO;CV;Male;Pre School;3981;2;93980;41888;
W12;56-Plaza Egana;ZFOO;CV;Male;Toddler;3981;1;39990;19162;
W12;56-Plaza Egana;ZFOO;CV;Unisex;Pre School;3981;4;135960;65950;
W12;56-Plaza Egana;ZFOO;LT;Male;Adult;3981;7;279930;118365;
W12;56-Plaza Egana;ZFOO;LT;Male;Grade School;3981;4;147960;62567;
W12;56-Plaza Egana;ZFOO;LT;Male;Pre School;3981;6;221940;93851;
W12;56-Plaza Egana;ZFOO;NI;Female;Adult;3981;12;832150;396730;
W12;56-Plaza Egana;ZFOO;NI;Female;Toddler;3981;1;33990;14377;
W12;56-Plaza Egana;ZFOO;NI;Male;Adult;3981;21;1608160;759223;
W12;56-Plaza Egana;ZFOO;NI;Male;Grade School;3981;14;783020;367581;
W12;56-Plaza Egana;ZFOO;NI;Male;Pre School;3981;9;395420;171602;
W12;56-Plaza Egana;ZFOO;NI;Male;Pre School + Grade School;3981;1;47500;23189;
W12;56-Plaza Egana;ZFOO;NI;Male;Toddler;3981;4;170960;78380;
W12;56-Plaza Egana;ZFOO;PM;Female;Adult;3981;7;367940;176955;
W12;56-Plaza Egana;ZFOO;PM;Female;Grade School;3981;-1;-42990;-19585;
W12;56-Plaza Egana;ZFOO;PM;Female;Pre School;3981;8;284080;129798;
W12;56-Plaza Egana;ZFOO;PM;Female;Toddler;3981;1;29990;13142;
W12;56-Plaza Egana;ZFOO;PM;Male;Adult;3981;17;891840;414340;
W12;56-Plaza Egana;ZFOO;PM;Male;Grade School;3981;10;505900;226553;
W12;56-Plaza Egana;ZFOO;PM;Male;Pre School;3981;4;141960;63760;
W12;56-Plaza Egana;ZFOO;PM;Male;Toddler;3981;2;69980;31880;
W12;56-Plaza Egana;ZFOO;PM;Unisex;Pre School;3981;9;308910;137691;
W12;56-Plaza Egana;ZFOO;QS;Male;Adult;3981;1;39990;15897;
W12;56-Plaza Egana;ZFOO;QS;Male;Grade School;3981;2;79980;30278;
W12;56-Plaza Egana;ZFOO;RB;Female;Adult;3981;9;414910;179273;
W12;56-Plaza Egana;ZFOO;RB;Male;Adult;3981;7;344930;164073;
W12;56-Plaza Egana;ZFOO;RX;Female;Adult;3981;1;46990;18063;
W12;56-Plaza Egana;ZFOO;SC;Male;Adult;3981;3;173980;69694;
W12;56-Plaza Egana;ZFOO;SK;Female;Adult;3981;11;535890;241571;
W12;56-Plaza Egana;ZFOO;SK;Male;Adult;3981;11;491890;225842;
W12;56-Plaza Egana;ZFOO;SK;Male;Grade School;3981;2;69980;30461;
W12;56-Plaza Egana;ZFOO;SK;Male;Pre School + Grade School;3981;7;242930;103554;
W12;56-Plaza Egana;ZFOO;UA;Male;Adult;3981;-1;-46990;-22451;
W12;56-Plaza Egana;ZFOO;UM;Male;Adult;3981;11;387900;158093;
W12;56-Plaza Egana;ZFOO;UM;Male;Grade School;3981;3;98970;40718;
W12;56-Plaza Egana;ZFOO;VN;Female;Adult;3981;0;7000;0;
W12;56-Plaza Egana;ZFOO;VN;Female;Grade School;3981;3;164970;70559;
W12;56-Plaza Egana;ZFOO;VN;Male;Adult;3981;4;259960;111410;
W12;56-Plaza Egana;ZFOO;VN;Male;Pre School + Grade School;3981;2;99980;42420;
W12;56-Plaza Egana;ZFOO;VN;Male;Toddler;3981;1;44990;18567;
W12;57-Ovalle;ZAPP;AD;Male;Adult;2210;3;169970;85725;80
W12;57-Ovalle;ZAPP;NI;Male;Adult;2210;2;65980;30608;106
W12;57-Ovalle;ZAPP;NI;Male;Grade School;2210;1;19990;9273;51
W12;57-Ovalle;ZEQU;AD;Male;Adult;2210;17;330450;167222;284
W12;57-Ovalle;ZEQU;AD;Male;Pre School;2210;2;35980;18156;15
W12;57-Ovalle;ZEQU;AD;Unisex;Adult;2210;11;146890;79623;432
W12;57-Ovalle;ZEQU;MN;Female;Adult;2210;1;29990;10829;7
W12;57-Ovalle;ZEQU;MN;Male;Adult;2210;1;29990;10830;27
W12;57-Ovalle;ZEQU;NI;Female;Pre School + Grade School;2210;1;26990;12520;3
W12;57-Ovalle;ZEQU;NI;Male;Adult;2210;28;486330;281887;590
W12;57-Ovalle;ZEQU;NI;Unisex;Adult;2210;6;172940;79295;114
W12;57-Ovalle;ZEQU;NP;Unisex;Adult;2210;1;14990;6027;3
W12;57-Ovalle;ZEQU;PM;Male;Adult;2210;11;191740;86511;140
W12;57-Ovalle;ZEQU;PM;Male;Pre School;2210;2;11980;5458;
W12;57-Ovalle;ZEQU;PM;Unisex;Adult;2210;1;7990;3185;94
W12;57-Ovalle;ZEQU;SK;Female;Adult;2210;9;95910;32805;145
W12;57-Ovalle;ZEQU;UA;Male;Adult;2210;1;21990;10140;25
W12;57-Ovalle;ZEQU;UA;Unisex;Adult;2210;1;14990;7220;27
W12;57-Ovalle;ZEQU;UM;Male;Adult;2210;2;35980;12849;30
W12;57-Ovalle;ZFOO;AD;;;2210;1;44990;22695;
W12;57-Ovalle;ZFOO;AD;Female;Adult;2210;7;382690;187307;252
W12;57-Ovalle;ZFOO;AD;Female;Grade School;2210;1;54990;27732;45
W12;57-Ovalle;ZFOO;AD;Female;Toddler;2210;4;163960;82698;57
W12;57-Ovalle;ZFOO;AD;Male;Adult;2210;29;1736200;872768;689
W12;57-Ovalle;ZFOO;AD;Male;Grade School;2210;6;294940;146233;29
W12;57-Ovalle;ZFOO;AD;Male;Pre School;2210;4;168960;86934;64
W12;57-Ovalle;ZFOO;AD;Male;Pre School + Grade School;2210;6;265060;136132;172
W12;57-Ovalle;ZFOO;AD;Male;Toddler;2210;1;27990;15380;79
W12;57-Ovalle;ZFOO;CV;Female;Adult;2210;1;62990;28076;24
W12;57-Ovalle;ZFOO;CV;Male;Adult;2210;2;126740;57934;156
W12;57-Ovalle;ZFOO;CV;Male;Grade School;2210;1;48990;23618;25
W12;57-Ovalle;ZFOO;CV;Male;Toddler;2210;1;36990;16487;18
W12;57-Ovalle;ZFOO;LT;Female;Grade School;2210;1;36990;0;41
W12;57-Ovalle;ZFOO;LT;Male;Adult;2210;9;359910;152189;56
W12;57-Ovalle;ZFOO;LT;Male;Grade School;2210;3;110970;46923;7
W12;57-Ovalle;ZFOO;LT;Male;Pre School;2210;5;183110;78207;31
W12;57-Ovalle;ZFOO;NI;Female;Adult;2210;9;734920;348192;222
W12;57-Ovalle;ZFOO;NI;Female;Pre School;2210;2;83840;45220;9
W12;57-Ovalle;ZFOO;NI;Female;Toddler;2210;3;113970;54260;107
W12;57-Ovalle;ZFOO;NI;Male;Adult;2210;16;1404970;655925;614
W12;57-Ovalle;ZFOO;NI;Male;Grade School;2210;15;849010;398513;141
W12;57-Ovalle;ZFOO;NI;Male;Pre School;2210;7;332050;143180;76
W12;57-Ovalle;ZFOO;NI;Male;Toddler;2210;7;287930;135394;71
W12;57-Ovalle;ZFOO;PM;Female;Adult;2210;6;257960;138693;127
W12;57-Ovalle;ZFOO;PM;Female;Pre School;2210;1;32990;15029;6
W12;57-Ovalle;ZFOO;PM;Male;Adult;2210;5;257080;124346;230
W12;57-Ovalle;ZFOO;PM;Male;Grade School;2210;6;274800;126621;32
W12;57-Ovalle;ZFOO;PM;Male;Pre School;2210;4;139770;69228;25
W12;57-Ovalle;ZFOO;PM;Male;Toddler;2210;1;34990;13814;54
W12;57-Ovalle;ZFOO;PM;Unisex;Grade School;2210;2;109980;50102;14
W12;57-Ovalle;ZFOO;PM;Unisex;Pre School;2210;7;290930;132538;20
W12;57-Ovalle;ZFOO;RB;Female;Adult;2210;1;44990;19266;33
W12;57-Ovalle;ZFOO;RB;Male;Adult;2210;8;406280;196048;242
W12;57-Ovalle;ZFOO;SK;Female;Adult;2210;18;734700;337714;241
W12;57-Ovalle;ZFOO;SK;Female;Pre School;2210;1;36100;17513;3
W12;57-Ovalle;ZFOO;SK;Male;Adult;2210;8;349930;161006;114
W12;57-Ovalle;ZFOO;SK;Male;Pre School;2210;0;0;-1;7
W12;57-Ovalle;ZFOO;SK;Male;Pre School + Grade School;2210;5;176210;76902;18
W12;57-Ovalle;ZFOO;UA;Female;Adult;2210;1;42990;20540;13
W12;57-Ovalle;ZFOO;UA;Male;Adult;2210;0;0;1;44
W12;57-Ovalle;ZFOO;UM;Male;Adult;2210;2;69980;28793;76
W12;57-Ovalle;ZFOO;UM;Male;Pre School;2210;2;73980;25706;34
W12;57-Ovalle;ZFOO;VN;Female;Adult;2210;5;337460;152977;48
W12;57-Ovalle;ZFOO;VN;Male;Adult;2210;3;186730;81415;138
W12;57-Ovalle;ZFOO;VN;Male;Toddler;2210;1;39990;17138;15
W12;58-Copiapo II;ZAPP;AD;Male;Adult;3718;2;79980;40334;
W12;58-Copiapo II;ZEQU;AD;Male;Adult;3718;40;770600;382328;
W12;58-Copiapo II;ZEQU;AD;Male;Pre School;3718;1;26990;13617;
W12;58-Copiapo II;ZEQU;AD;Unisex;Adult;3718;13;123870;67376;
W12;58-Copiapo II;ZEQU;KE;Male;Adult;3718;5;99950;42350;
W12;58-Copiapo II;ZEQU;MN;Male;Adult;3718;3;87530;32128;
W12;58-Copiapo II;ZEQU;NI;Male;Adult;3718;47;944530;471100;
W12;58-Copiapo II;ZEQU;NI;Unisex;Adult;3718;6;151940;70480;
W12;58-Copiapo II;ZEQU;PM;;;3718;4;67960;23672;
W12;58-Copiapo II;ZEQU;PM;Male;Adult;3718;16;332840;148440;
W12;58-Copiapo II;ZEQU;PM;Male;Pre School;3718;1;5990;2729;
W12;58-Copiapo II;ZEQU;PM;Unisex;;3718;1;14990;6829;
W12;58-Copiapo II;ZEQU;PM;Unisex;Adult;3718;4;49960;21516;
W12;58-Copiapo II;ZEQU;SK;Female;Adult;3718;8;82530;27734;
W12;58-Copiapo II;ZEQU;UM;Male;Adult;3718;4;71960;25698;
W12;58-Copiapo II;ZFOO;AD;;;3718;1;49990;25213;
W12;58-Copiapo II;ZFOO;AD;Female;Adult;3718;14;833480;435282;
W12;58-Copiapo II;ZFOO;AD;Female;Grade School;3718;3;164970;83197;
W12;58-Copiapo II;ZFOO;AD;Female;Pre School + Grade School;3718;4;199960;100854;
W12;58-Copiapo II;ZFOO;AD;Female;Toddler;3718;2;71980;36303;
W12;58-Copiapo II;ZFOO;AD;Male;Adult;3718;41;2523420;1278992;
W12;58-Copiapo II;ZFOO;AD;Male;Grade School;3718;10;467410;221859;
W12;58-Copiapo II;ZFOO;AD;Male;Pre School;3718;1;46990;23701;
W12;58-Copiapo II;ZFOO;AD;Male;Pre School + Grade School;3718;7;284930;137235;
W12;58-Copiapo II;ZFOO;AD;Male;Toddler;3718;6;203940;102876;
W12;58-Copiapo II;ZFOO;AD;(en blanco);(en blanco);3718;3;157970;79682;
W12;58-Copiapo II;ZFOO;CV;Female;Grade School;3718;1;59990;26738;
W12;58-Copiapo II;ZFOO;CV;Male;Adult;3718;6;303550;143792;
W12;58-Copiapo II;ZFOO;CV;Male;Toddler;3718;2;76980;35648;
W12;58-Copiapo II;ZFOO;CV;Unisex;Pre School;3718;2;65980;32084;
W12;58-Copiapo II;ZFOO;LT;Male;Adult;3718;13;527870;223208;
W12;58-Copiapo II;ZFOO;LT;Male;Grade School;3718;1;36990;15642;
W12;58-Copiapo II;ZFOO;LT;Male;Pre School;3718;2;81570;27476;
W12;58-Copiapo II;ZFOO;NI;Female;Adult;3718;9;704170;328856;
W12;58-Copiapo II;ZFOO;NI;Female;Toddler;3718;2;76980;37101;
W12;58-Copiapo II;ZFOO;NI;Male;Adult;3718;13;1081870;506024;
W12;58-Copiapo II;ZFOO;NI;Male;Grade School;3718;8;461920;213352;
W12;58-Copiapo II;ZFOO;NI;Male;Pre School;3718;5;214950;97393;
W12;58-Copiapo II;ZFOO;NI;Male;Pre School + Grade School;3718;1;49990;23189;
W12;58-Copiapo II;ZFOO;NI;Male;Toddler;3718;10;430900;198035;
W12;58-Copiapo II;ZFOO;PM;Female;Adult;3718;9;489940;236851;
W12;58-Copiapo II;ZFOO;PM;Female;Grade School;3718;1;32990;15029;
W12;58-Copiapo II;ZFOO;PM;Female;Pre School;3718;2;70140;33702;
W12;58-Copiapo II;ZFOO;PM;Female;Toddler;3718;3;96970;43265;
W12;58-Copiapo II;ZFOO;PM;Male;Adult;3718;24;1293410;624558;
W12;58-Copiapo II;ZFOO;PM;Male;Grade School;3718;2;99980;45547;
W12;58-Copiapo II;ZFOO;PM;Male;Pre School;3718;3;112970;51465;
W12;58-Copiapo II;ZFOO;PM;Male;Toddler;3718;3;103970;46225;
W12;58-Copiapo II;ZFOO;PM;Unisex;Adult;3718;1;79990;36440;
W12;58-Copiapo II;ZFOO;PM;Unisex;Grade School;3718;1;54990;25051;
W12;58-Copiapo II;ZFOO;PM;Unisex;Pre School;3718;7;230930;105203;
W12;58-Copiapo II;ZFOO;QS;Male;Adult;3718;1;39990;16364;
W12;58-Copiapo II;ZFOO;QS;Male;Grade School;3718;-1;-34990;-14701;
W12;58-Copiapo II;ZFOO;RB;Female;Adult;3718;1;44990;18126;
W12;58-Copiapo II;ZFOO;SK;Female;Adult;3718;20;833120;382637;
W12;58-Copiapo II;ZFOO;SK;Male;Adult;3718;12;475410;226714;
W12;58-Copiapo II;ZFOO;SK;Male;Grade School;3718;5;174950;76155;
W12;58-Copiapo II;ZFOO;SPA;Female;Adult;3718;2;82980;35958;
W12;58-Copiapo II;ZFOO;SPA;Male;Adult;3718;1;39990;17329;
W12;58-Copiapo II;ZFOO;UA;Male;Adult;3718;2;79980;37325;
W12;58-Copiapo II;ZFOO;UM;Male;Adult;3718;14;508860;207044;
W12;58-Copiapo II;ZFOO;UM;Male;Grade School;3718;7;230930;95009;
W12;58-Copiapo II;ZFOO;UM;Male;Pre School;3718;1;36990;12853;
W12;58-Copiapo II;ZFOO;VN;Female;Adult;3718;4;319960;137125;
W12;58-Copiapo II;ZFOO;VN;Female;Grade School;3718;2;107240;47134;
W12;58-Copiapo II;ZFOO;VN;Male;Adult;3718;4;229960;95874;
W12;58-Copiapo II;ZFOO;VN;Male;Pre School + Grade School;3718;2;99980;42420;
W12;58-Copiapo II;ZFOO;VN;Male;Toddler;3718;1;44990;19282;
W12;60-Gran Avenida;ZAPP;AD;Male;Adult;2314;2;79980;40334;14
W12;60-Gran Avenida;ZEQU;AD;Male;Adult;2314;20;349800;174247;234
W12;60-Gran Avenida;ZEQU;AD;Male;Pre School;2314;1;17990;9078;8
W12;60-Gran Avenida;ZEQU;AD;Unisex;Adult;2314;14;157860;85458;287
W12;60-Gran Avenida;ZEQU;MN;Male;Adult;2314;3;89970;32489;69
W12;60-Gran Avenida;ZEQU;NI;Female;Adult;2314;1;10990;4635;54
W12;60-Gran Avenida;ZEQU;NI;Male;Adult;2314;43;750580;367066;475
W12;60-Gran Avenida;ZEQU;NI;Unisex;Adult;2314;5;128950;59816;58
W12;60-Gran Avenida;ZEQU;NP;Male;Adult;2314;2;49980;23185;11
W12;60-Gran Avenida;ZEQU;PM;Male;Adult;2314;27;357730;154779;142
W12;60-Gran Avenida;ZEQU;PM;Male;Pre School;2314;2;11980;5458;
W12;60-Gran Avenida;ZEQU;PM;Unisex;Adult;2314;9;71910;28664;50
W12;60-Gran Avenida;ZEQU;SK;Female;Adult;2314;11;119890;40585;513
W12;60-Gran Avenida;ZEQU;UA;Unisex;Adult;2314;2;29980;13824;23
W12;60-Gran Avenida;ZEQU;UM;Male;Adult;2314;9;161910;57819;7
W12;60-Gran Avenida;ZFOO;AD;;;2314;5;229950;115994;
W12;60-Gran Avenida;ZFOO;AD;Female;Adult;2314;10;562710;288481;282
W12;60-Gran Avenida;ZFOO;AD;Female;Grade School;2314;2;99980;50426;35
W12;60-Gran Avenida;ZFOO;AD;Female;Toddler;2314;3;128630;66057;48
W12;60-Gran Avenida;ZFOO;AD;Male;Adult;2314;16;938360;473396;645
W12;60-Gran Avenida;ZFOO;AD;Male;Grade School;2314;5;219950;131097;32
W12;60-Gran Avenida;ZFOO;AD;Male;Pre School;2314;1;39990;20168;49
W12;60-Gran Avenida;ZFOO;AD;Male;Pre School + Grade School;2314;8;365920;177188;128
W12;60-Gran Avenida;ZFOO;AD;Male;Toddler;2314;2;67980;34291;67
